id,poste,ville,departement,region,lieux_poste,etablissements,finess,mois_parution,annee_parution,categorie,type_structure,type_etablissement,latitude,longitude,latitude_finess,longitude_finess,qualite_coordonnees,source_coordonnees,source,observations,texte_source_poste,raison_sociale_finess,qualite_appariement_finess
46,Directeur / directrice,Castillonnes,Lot-et-Garonne,Nouvelle-Aquitaine,Castillonnes,EHPAD de Castillonnes (Lot-et-Garonne),470005901,7,2025,Chef d'établissement,Médico-social,EHPAD autonome,44.65283521189985,0.5914701279156143,44.65283521189985,0.5914701279156143,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf010725avis,Non renseigné,EHPAD de Castillonnes (Lot-et-Garonne),PHARMACIE DE CASTILLONNES PHARMACIE DE CASTILLONNES,Très probable
47,Directeur / directrice,Salagnac,Dordogne,Nouvelle-Aquitaine,Salagnac,établissement public départemental Clairvivre à Salagnac (Dordogne),240007807,7,2025,Chef d'établissement,Non précisé,Non précisé,45.321648349454,1.2233922989043142,45.321648349454,1.2233922989043142,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf010725avis,Non renseigné,établissement public départemental Clairvivre à Salagnac (Dordogne),FOYER DE CLAIRVIVRE FOYER DE CLAIRVIVRE,Probable - à contrôler
48,Directeur / directrice,Ax-les-Thermes,Ariège,Occitanie,Ax-les-Thermes,centre hospitalier d’Ax-les-Thermes (Ariège),090000019,7,2025,Chef d'établissement,Sanitaire,Établissement sanitaire,42.71999338462701,1.839485905703868,42.71999338462701,1.839485905703868,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf010725avis,Non renseigné,centre hospitalier d’Ax-les-Thermes (Ariège),CH SAINT LOUIS CENTRE HOSPITALIER SAINT LOUIS,Très probable
49,Directeur / directrice,Rians,Var,Provence-Alpes-Côte d'Azur,Rians,EHPAD de Rians (Var),830101515,7,2025,Chef d'établissement,Médico-social,EHPAD autonome,43.60647723938448,5.756597317432482,43.60647723938448,5.756597317432482,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf010725avis,Non renseigné,EHPAD de Rians (Var),EHPAD SAINT JACQUES EHPAD SAINT JACQUES,Très probable
50,Directeur / directrice,Caulnes,Côtes-d’Armor,Bretagne,Caulnes,EHPAD de Caulnes (Côtes-d’Armor),220000525,7,2025,Chef d'établissement,Médico-social,EHPAD autonome,48.29970133067188,-2.1564583263925567,48.29970133067188,-2.1564583263925567,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf010725avis,Non renseigné,EHPAD de Caulnes (Côtes-d’Armor),EHPAD LA RESIDENCE DU FOUGERAY,Probable - à contrôler
51,Directeur / directrice,Château-Renard,Loiret,Centre-Val de Loire,Château-Renard,EHPAD de Château-Renard (Loiret),450011572,7,2025,Chef d'établissement,Médico-social,EHPAD autonome,47.92454350051599,2.9216919020485266,47.92454350051599,2.9216919020485266,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf010725avis,Non renseigné,EHPAD de Château-Renard (Loiret),SAAD DE CHATEAU-RENARD SAAD DE CHATEAU-RENARD,Très probable
52,Directeur / directrice,Savines-le-Lac,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Savines-le-Lac,EHPAD de Savines-le-Lac (Hautes-Alpes),050002054,7,2025,Chef d'établissement,Médico-social,EHPAD autonome,44.52591013455186,6.40497781360472,44.52591013455186,6.40497781360472,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf010725avis,Non renseigné,EHPAD de Savines-le-Lac (Hautes-Alpes),EHPAD FRANCOIS PAVIE EHPAD FRANCOIS PAVIE,Probable - à contrôler
53,Directeur / directrice,Perpignan,Pyrénées-Orientales,Occitanie,Perpignan,établissement public médico-éducatif du Roussillon à Perpignan (Pyrénées-Orientales),660003708,7,2025,Chef d'établissement,Non précisé,Non précisé,42.69862324943018,2.896455601066872,42.69862324943018,2.896455601066872,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf010725avis,Non renseigné,établissement public médico-éducatif du Roussillon à Perpignan (Pyrénées-Orientales),SERVICE 115 DES PYRENEES ORIENTALES,Probable - à contrôler
54,Directeur / directrice,Campan,Hautes-Pyrénées,Occitanie,Campan,"institut médico-éducatif, institut thérapeutique, éducatif et pédagogique et service d’éducation spéciale et de soins à domicile à Campan (Hautes-Pyrénées)",650780208,7,2025,Chef d'établissement,Médico-social,Handicap enfant,43.01983299702134,0.1716108669517511,43.01983299702134,0.1716108669517511,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf010725avis,Non renseigné,"institut médico-éducatif, institut thérapeutique, éducatif et pédagogique et service d’éducation spéciale et de soins à domicile à Campan (Hautes-Pyrénées)",CTRE JEAN-MARIE LARRIEU-IME JM LARRIEU CENTRE JEAN-MARIE LARRIEU - INSTITUT MEDICO-EDUCATIF CAMPAN,Possible - contrôle nécessaire
55,Directeur / directrice,Fougerolles-du-Plessis,Mayenne,Pays de la Loire,Fougerolles-du-Plessis,EHPAD de Fougerolles-du-Plessis et de Landivy (Mayenne),530004043,7,2025,Chef d'établissement,Médico-social,EHPAD autonome,48.47340225613869,-0.9743269410465096,48.47340225613869,-0.9743269410465096,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/ccjorf-23072025,Retrait de l'avis du 01/07/2025,EHPAD de Fougerolles-du-Plessis et de Landivy (Mayenne),SAAD ADMR FOUGEROLLES DU PLESSIS SAAD ADMR FOUGEROLLES DU PLESSIS,Très probable
56,Directeur / directrice,Vern-d’Anjou,Maine-et-Loire,Pays de la Loire,Vern-d’Anjou,"EHPAD de Vern-d’Anjou (ex : Erdre-en-Anjou), (Maine-et-Loire)",490536141,9,2025,Chef d'établissement,Sanitaire,EHPAD sanitaire,47.19417515281455,-0.2715344430479346,47.19417515281455,-0.2715344430479346,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,"EHPAD de Vern-d’Anjou (ex : Erdre-en-Anjou), (Maine-et-Loire)",EHPAD CH DOUE EN ANJOU EHPAD DU CENTRE HOSPITALIER DE DOUE EN ANJOU,Très probable
57,Directeur / directrice,Muzillac,Morbihan,Bretagne,Muzillac,EHPAD de Muzillac (Morbihan),560024226,9,2025,Chef d'établissement,Médico-social,EHPAD autonome,47.562103384424326,-2.473414393595947,47.562103384424326,-2.473414393595947,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,EHPAD de Muzillac (Morbihan),HOP DE JOUR CMP CATTP INFANTO MUZILLAC CENTRE PSYCHOTHÉRAPEUTIQUE ENFANTS ET ADOLESCENTS MUZILLAC,Très probable
58,Directeur / directrice,Non renseigné,Martinique,Martinique,Martinique,centre hospitalier intercommunal Lorrain Basse-Pointe (Martinique),970200028,9,2025,Chef d'établissement,Sanitaire,Établissement sanitaire,14.823257826293574,-61.05364714596231,14.823257826293574,-61.05364714596231,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,UTM_N20",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,centre hospitalier intercommunal Lorrain Basse-Pointe (Martinique),CTRE HOSP INTERCOM LORRAIN BASSE-POINT CENTRE HOSPITALIER INTERCOMMUNAL LORRAIN BASSE POINTE,Très probable
59,Directeur / directrice,Anses d’Arlet,Martinique,Martinique,Anses d’Arlet,EHPAD d’Anses d’Arlet (Martinique),970211363,9,2025,Chef d'établissement,Sanitaire,EHPAD sanitaire,14.605029009456157,-61.06909535691014,14.605029009456157,-61.06909535691014,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,UTM_N20",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,EHPAD d’Anses d’Arlet (Martinique),EHPAD CENTRE EMMA VENTURA EHPAD EMMA VENTURA - CHU DE MARTINIQUE,Probable - à contrôler
60,Directeur / directrice,Brionne,Eure,Normandie,Brionne,"EHPAD de Brionne, d’Harcourt et de Pont-Authou (Eure)",270023328,9,2025,Chef d'établissement,Médico-social,EHPAD autonome,49.19780905571059,0.7171267326367227,49.19780905571059,0.7171267326367227,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,"EHPAD de Brionne, d’Harcourt et de Pont-Authou (Eure)",CMS BRIONNE,Très probable
61,Directeur / directrice,La Coquille,Dordogne,Nouvelle-Aquitaine,La Coquille,EHPAD de La Coquille (Dordogne),240009522,9,2025,Chef d'établissement,Médico-social,EHPAD autonome,45.54057205994642,0.9767088301226844,45.54057205994642,0.9767088301226844,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,EHPAD de La Coquille (Dordogne),PHARMACIE DE LA COQUILLE PHARMACIE DE LA COQUILLE,Très probable
62,Directeur / directrice,Villemur-sur-Tarn,Haute-Garonne,Occitanie,Villemur-sur-Tarn,EHPAD de Villemur-sur-Tarn et de Fronton (Haute-Garonne),310782230,9,2025,Chef d'établissement,Médico-social,EHPAD autonome,43.86094182403237,1.5036170139000404,43.86094182403237,1.5036170139000404,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,EHPAD de Villemur-sur-Tarn et de Fronton (Haute-Garonne),EHPAD SAINT-JACQUES,Possible - contrôle nécessaire
63,Directeur / directrice,Saint-Amant-Tallende,Puy-de-Dôme,Auvergne-Rhône-Alpes,Saint-Amant-Tallende,EHPAD de Saint-Amant-Tallende et EHPAD de Vic-le-Comte (Puy-de-Dôme),630012706,9,2025,Chef d'établissement,Médico-social,EHPAD autonome,45.65962110117936,3.1021617287950787,45.65962110117936,3.1021617287950787,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,EHPAD de Saint-Amant-Tallende et EHPAD de Vic-le-Comte (Puy-de-Dôme),CPO SAINT-AMANT TALLENDE CPO SAINT-AMANT TALLENDE,Très probable
64,Directeur / directrice,Ecouflant,Maine-et-Loire,Pays de la Loire,Ecouflant,EHPAD d’Ecouflant (Maine-et-Loire),490020559,9,2025,Chef d'établissement,Médico-social,EHPAD autonome,47.49208702358239,-0.5130108806522816,47.49208702358239,-0.5130108806522816,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,EHPAD d’Ecouflant (Maine-et-Loire),MSP ECOUFLANT MSP ECOUFLANT,Très probable
65,Directeur / directrice,Feugerolles,Lot-et-Garonne,Nouvelle-Aquitaine,Feugerolles,"EHPAD de Feugerolles, de Damazan, d’Aiguillon et de Port Sainte Marie (Lot-et-Garonne)",470000514,9,2025,Chef d'établissement,Médico-social,EHPAD autonome,44.30032911660856,0.3383670216043211,44.30032911660856,0.3383670216043211,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/mvt-2025-4jorf-17092025,Non renseigné,"EHPAD de Feugerolles, de Damazan, d’Aiguillon et de Port Sainte Marie (Lot-et-Garonne)",EHPAD D'AIGUILLON EHPAD D'AIGUILLON,Très probable
66,Directeur / directrice,Aix-Villemaur-Pâlis,Aube,Grand Est,Aix-Villemaur-Pâlis,EHPAD d’Aix-Villemaur-Pâlis (ex Aix-en-Othe) (Aube),100001445,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,48.22297952384901,3.733403582067805,48.22297952384901,3.733403582067805,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD d’Aix-Villemaur-Pâlis (ex Aix-en-Othe) (Aube),SELARL PHARMACIE D'AIX SELARL PHARMACIE D'AIX,Possible - contrôle nécessaire
67,Directeur / directrice,Donzy,Nièvre,Bourgogne-Franche-Comté,Donzy,EHPAD de Donzy (Nièvre),580971299,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,47.37121982273035,3.1208373173066675,47.37121982273035,3.1208373173066675,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Donzy (Nièvre),EHPAD LES JARDINS DES LAIGNES EHPAD LES JARDINS DES LAIGNES DONZY,Très probable
68,Directeur / directrice,Cloyes-les-Trois-Rivières,Eure-et-Loir,Centre-Val de Loire,Cloyes-les-Trois-Rivières,EHPAD de Cloyes-les-Trois-Rivières (Eure-et-Loir),280005778,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,48.00270492142698,1.2243450083209986,48.00270492142698,1.2243450083209986,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Cloyes-les-Trois-Rivières (Eure-et-Loir),EHPAD RESIDENCE DU BOIS DE LA ROCHE EHPAD RESIDENCE DU BOIS DE LA ROCHE,Très probable
69,Directeur / directrice,Chalus,Haute-Vienne,Nouvelle-Aquitaine,Chalus,EHPAD de Chalus et de Nexon (Haute-Vienne),870003787,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,45.661554109304205,0.982437999509718,45.661554109304205,0.982437999509718,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Chalus et de Nexon (Haute-Vienne),EHPAD RESIDENCE LE NID EHPAD RESIDENCE LE NID,Probable - à contrôler
70,Directeur / directrice,Mulhouse,Haut-Rhin,Grand Est,Mulhouse,EHPAD de Mulhouse et de Rieddisheim (Haut-Rhin),680002276,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,47.753693281812986,7.340036828785907,47.753693281812986,7.340036828785907,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Mulhouse et de Rieddisheim (Haut-Rhin),EHPAD BETHESDA MULHOUSE EHPAD BETHESDA MULHOUSE,Très probable
71,Directeur / directrice,Saint-Trivier-de-Courtes,Ain,Auvergne-Rhône-Alpes,Saint-Trivier-de-Courtes,EHPAD de Saint-Trivier-de-Courtes (Ain),010007425,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,46.457801682162696,5.078020538943004,46.457801682162696,5.078020538943004,Coordonnées FINESS géolocalisées,"2,ATLASANTE,91,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Saint-Trivier-de-Courtes (Ain),SSIAD EHPAD SAINT-TRIVIER-DE-COURTES,Très probable
72,Directeur / directrice,Saint-Sauveur-le-Vicomte,Manche,Normandie,Saint-Sauveur-le-Vicomte,EHPAD de Saint-Sauveur-le-Vicomte (Manche),500002852,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,49.38741039516744,-1.5317634416713195,49.38741039516744,-1.5317634416713195,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Saint-Sauveur-le-Vicomte (Manche),EHPAD LES LICES-ST SAUVEUR LE VICOMTE,Très probable
73,Directeur / directrice,Yerre,Eure-et-Loir,Centre-Val de Loire,Yerre,EHPAD du Val d’Yerre (ex : Courtalain) (Eure-et-Loir),280504168,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.437785155166615,1.4946443002671606,48.437785155166615,1.4946443002671606,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD du Val d’Yerre (ex : Courtalain) (Eure-et-Loir),EHPAD VAL DE L EURE EHPAD VAL DE L EURE DU CH DE CHARTRES,Probable - à contrôler
74,Directeur / directrice,Loué,Sarthe,Pays de la Loire,Loué,EHPAD de Loué (Sarthe),720002104,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,47.99644101984434,-0.1460393021061252,47.99644101984434,-0.1460393021061252,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Loué (Sarthe),EHPAD DE LOUE MAISON DE RETRAITE DE LOUE,Très probable
75,Directeur / directrice,La Souterraine,Creuse,Nouvelle-Aquitaine,La Souterraine,Centre hospitalier de proximité à La Souterraine (Creuse),230000960,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,46.235562692237934,1.4808551600138509,46.235562692237934,1.4808551600138509,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,Centre hospitalier de proximité à La Souterraine (Creuse),CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE CENTRE HOSPITALIER DE MOYEN SEJOUR DE LA SOUTERRAINE,Très probable
76,Directeur / directrice,Non renseigné,Martinique,Martinique,Martinique,EHPAD du Robert (Martinique),970211363,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,14.605029009456157,-61.06909535691014,14.605029009456157,-61.06909535691014,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,UTM_N20",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD du Robert (Martinique),EHPAD CENTRE EMMA VENTURA EHPAD EMMA VENTURA - CHU DE MARTINIQUE,Très probable
77,Directeur / directrice,Nedonchel,Pas-de-Calais,Hauts-de-France,Nedonchel,EHPAD de Nedonchel (Pas-de-Calais),620101949,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,50.52646545287936,2.359430807918245,50.52646545287936,2.359430807918245,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Nedonchel (Pas-de-Calais),EHPAD DE NEDONCHEL EHPAD DE NEDONCHEL,Très probable
78,Directeur / directrice,Longvic,Côte-d’Or,Bourgogne-Franche-Comté,Longvic,EHPAD de Longvic (Côte-d’Or),210985362,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,47.29757871211604,5.052678134182358,47.29757871211604,5.052678134182358,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Longvic (Côte-d’Or),EHPAD MARCEL JACQUELINET ETABLISSEMENT PUBLIC MAISON DE RETRAITE MARCEL JACQUELINET,Très probable
79,Directeur / directrice,Toucy,Yonne,Bourgogne-Franche-Comté,Toucy,EHPAD de Toucy (Yonne),890002215,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,47.74071437864667,3.3021525422068154,47.74071437864667,3.3021525422068154,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Toucy (Yonne),EHPAD TOUCY DE LA CROIX DES VIGNES EHPAD DE TOUCY,Très probable
80,Directeur / directrice,Mer,Loir-et-Cher,Centre-Val de Loire,Mer,EHPAD de Mer (Loir-et-Cher),410002109,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,47.711040065701845,1.5010888765100514,47.711040065701845,1.5010888765100514,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Mer (Loir-et-Cher),EHPAD SIMON HEME EHPAD SIMON HEME,Très probable
81,Directeur / directrice,Vernoux en Vivarais,Ardèche,Auvergne-Rhône-Alpes,Vernoux en Vivarais,EHPAD de Vernoux en Vivarais (Ardèche),070784624,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,44.89324016004587,4.64446789702857,44.89324016004587,4.64446789702857,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Vernoux en Vivarais (Ardèche),EHPAD RESIDENCE BEAUREGARD DE VERNOUX ETABLISSEMENT D'HEBERGEMENT POUR PERSONNES AGEES DEPENDANTES,Très probable
