id,poste,ville,departement,region,lieux_poste,etablissements,finess,mois_parution,annee_parution,categorie,type_structure,type_etablissement,latitude,longitude,latitude_finess,longitude_finess,qualite_coordonnees,source_coordonnees,source,observations,texte_source_poste,raison_sociale_finess,qualite_appariement_finess
88,Directeur / directrice,Thorigné-sur-Dué,Sarthe,Pays de la Loire,Thorigné-sur-Dué,EHPAD de Thorigné-sur-Dué et de Vibraye (Sarthe),720017698,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,48.03537730730858,0.5273459734466683,48.03537730730858,0.5273459734466683,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Thorigné-sur-Dué et de Vibraye (Sarthe),FV ANAIS DE THORIGNE SUR DUE FOYER DE VIE ANAIS DE THORIGNE SUR DUE,Très probable
89,Directeur / directrice,Non renseigné,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Maison de retraite publique intercommunale Châteaurenard-Barbentane (Bouches-du-Rhône),130042781,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,43.88620158108155,4.847280337907479,43.88620158108155,4.847280337907479,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,Maison de retraite publique intercommunale Châteaurenard-Barbentane (Bouches-du-Rhône),CMP CHATEAURENARD CMP CHATEAURENARD,Probable - à contrôler
90,Directeur / directrice,Savines-le-Lac,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Savines-le-Lac,EHPAD de Savines-le-Lac (Hautes-Alpes),050002054,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,44.52591013455186,6.40497781360472,44.52591013455186,6.40497781360472,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,EHPAD de Savines-le-Lac (Hautes-Alpes),EHPAD FRANCOIS PAVIE EHPAD FRANCOIS PAVIE,Probable - à contrôler
91,"directeur adjoint en charge de la qualité, la gestion des risques et référent de la MECS",Non renseigné,Gers,Occitanie,Gers,établissement Cantoloup Lavallée (Gers),320003544,9,2025,Poste réservé aux élèves directeurs,Social,Protection de l'enfance / social,43.93465481948432,0.6163837162775171,43.93465481948432,0.6163837162775171,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"établissement Cantoloup Lavallée (Gers), un emploi de directeur adjoint en charge de la qualité, la gestion des risques et référent de la MECS",ETABLISSEMENT THERMAL DE LECTOURE ETABLISSEMENT THERMAL DE LECTOURE,Possible - contrôle nécessaire
92,directeur référent des sites extérieurs,Mamoudzou,Mayotte,Mayotte,Mamoudzou,centre hospitalier de Mamoudzou (Mayotte),980500011,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,-12.779885953297862,45.22867812944626,-12.779885953297862,45.22867812944626,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,UTM_S38",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Mamoudzou (Mayotte), un emploi de directeur référent des sites extérieurs",CHM CENTRE HOSPITALIER DE MAYOTTE,Très probable
93,directeur des ressources humaines,Ribérac Dronne Double,Dordogne,Nouvelle-Aquitaine,Ribérac Dronne Double,centre hospitalier intercommunal de Ribérac Dronne Double et EHPAD de La Roche-Chalais (Dordogne),240000414,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.80340725747063,1.2153511682084264,44.80340725747063,1.2153511682084264,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier intercommunal de Ribérac Dronne Double et EHPAD de La Roche-Chalais (Dordogne), un emploi de directeur des ressources humaines",CENTRE HOSPITALIER DE DOMME CENTRE HOSPITALIER DE DOMME,Très probable
94,directeur délégué des EMS de St-Savinien et des EHPAD du groupe hospitalier Saintes-Saint-Jean-d’Angely,Saintes,Charente-Maritime,Nouvelle-Aquitaine,Saintes,groupe hospitalier « Saintes-Saint-Jean-d’Angély » à Saintes et les EHPAD de Matha et Saint-Savinien (direction commune) (Charente-Maritime),170803654,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,45.75412664911755,-0.6389711439757836,45.75412664911755,-0.6389711439757836,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"groupe hospitalier « Saintes-Saint-Jean-d’Angély » à Saintes et les EHPAD de Matha et Saint-Savinien (direction commune) (Charente-Maritime), un emploi de directeur délégué des EMS de St-Savinien et des EHPAD du groupe hospitalier Saintes-Saint-Jean-d’Angely",EHPAD LES JARDINS DE SAINTES EHPAD LES JARDINS DE SAINTES,Très probable
95,"directeur adjoint chargé des affaires générales, des systèmes d’information et de l’organisation",Evreux,Eure,Normandie,Evreux,nouvel hôpital de Navarre à Evreux (Eure),270024748,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.01794710070911,1.1209020038175168,49.01794710070911,1.1209020038175168,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"nouvel hôpital de Navarre à Evreux (Eure), un emploi de directeur adjoint chargé des affaires générales, des systèmes d’information et de l’organisation",CMS EVREUX NAVARRE,Très probable
96,"directeur des ressources humaines, des affaires médicales et de la relation avec les usagers",Bellegarde-en-Marche,Creuse,Nouvelle-Aquitaine,Bellegarde-en-Marche,centre hospitalier d’Aubusson et EHPAD « Les bouquets » de Bellegarde-en-Marche (direction commune) (Creuse),230000283,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,45.97820350953028,2.298793756945698,45.97820350953028,2.298793756945698,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier d’Aubusson et EHPAD « Les bouquets » de Bellegarde-en-Marche (direction commune) (Creuse), un emploi de directeur des ressources humaines, des affaires médicales et de la relation avec les usagers",EHPAD LES BOUQUETS ETAB HEBERGEANT DES PERSONNES AGEES DEPENDANTES,Possible - contrôle nécessaire
97,directeur adjoint en charge des ressources humaines,Non renseigné,Val-de-Marne,Île-de-France,Val-de-Marne,"groupe ABCD, résidence - services pour personnes âgées (direction commune) (Val-de-Marne)",940811987,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,48.77381767201288,2.4882827141567945,48.77381767201288,2.4882827141567945,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"groupe ABCD, résidence - services pour personnes âgées (direction commune) (Val-de-Marne), un emploi de directeur adjoint en charge des ressources humaines",EHPAD RESIDENCE DES BORDS DE MARNE EHPAD RESIDENCE DES BORDS DE MARNE,Probable - à contrôler
98,"directeur adjoint en charge des finances, de la logistique et de la communication",Fanjeaux,Aude,Occitanie,Fanjeaux,EHPAD « Jean Loubès » à Fanjeaux et EHPAD « Le Garnaguès » à Belpech (direction commune) (Aude),110780749,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,43.18672855561013,2.030865228760064,43.18672855561013,2.030865228760064,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EHPAD « Jean Loubès » à Fanjeaux et EHPAD « Le Garnaguès » à Belpech (direction commune) (Aude), un emploi de directeur adjoint en charge des finances, de la logistique et de la communication",EHPAD JEAN LOUBES EHPAD JEAN LOUBES DE FANJEAUX,Très probable
99,"directeur adjoint en charge du suivi de la construction d’un EHPAD site d’Amplepuis, du système d’information en lien avec le GHT",Cours,Rhône,Auvergne-Rhône-Alpes,Cours,centre hospitalier du Beaujolais Vert à Cours et EHPAD de Cublize (direction commune) (Rhône),690797824,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,46.08684796558676,4.31147015565216,46.08684796558676,4.31147015565216,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier du Beaujolais Vert à Cours et EHPAD de Cublize (direction commune) (Rhône), un emploi de directeur adjoint en charge du suivi de la construction d’un EHPAD site d’Amplepuis, du système d’information en lien avec le GHT",EHPAD DE COURS EHPAD DE COURS,Très probable
100,directeur adjoint,Civray,Deux-Sèvres,Nouvelle-Aquitaine,Civray,EHPAD « Les Capucines » de Civray et EHPAD « Fondation Brothier » de Limalonges (direction commune) (Deux-Sèvres),790011530,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,46.17999342930669,-0.4715649363865459,46.17999342930669,-0.4715649363865459,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EHPAD « Les Capucines » de Civray et EHPAD « Fondation Brothier » de Limalonges (direction commune) (Deux-Sèvres), un emploi de directeur adjoint",EHPAD FONDATION HELOISE DUPOND EHPAD FONDATION HELOISE DUPOND,Probable - à contrôler
101,directeur adjoint,Non renseigné,Sarthe,Pays de la Loire,Sarthe,EPISMS Bodincrapez (Sarthe),720016856,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,47.99675199681655,0.2292815999188114,47.99675199681655,0.2292815999188114,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EPISMS Bodincrapez (Sarthe), un emploi de directeur adjoint",HAD DE LA SARTHE HAD DE LA SARTHE,Possible - contrôle nécessaire
102,"directeur du pôle gériatrique, des affaires médicales et du site du CRRF de Saint-Gobain",Saint-Gobain,Aisne,Hauts-de-France,Saint-Gobain,"centres hospitaliers de Laon, de La Fère et centre de rééducation et de réadaptation fonctionnelle « Jacques Ficheux » à Saint-Gobain (direction commune) (Aisne)",020000915,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.599771758986016,3.4182893534918644,49.599771758986016,3.4182893534918644,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centres hospitaliers de Laon, de La Fère et centre de rééducation et de réadaptation fonctionnelle « Jacques Ficheux » à Saint-Gobain (direction commune) (Aisne), un emploi de directeur du pôle gériatrique, des affaires médicales et du site du CRRF de Saint-Gobain",SSR JACQUES FICHEUX SAINT-GOBAIN,Très probable
103,directeur adjoint de l’EHPAD « mon repos »,Culhat,Puy-de-Dôme,Auvergne-Rhône-Alpes,Culhat,EHPAD « mon repos » de Lezoux et EHPAD « Groisne Constance » à Culhat (Puy-de-Dôme),630781482,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,45.86489068116261,3.335447081752635,45.86489068116261,3.335447081752635,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EHPAD « mon repos » de Lezoux et EHPAD « Groisne Constance » à Culhat (Puy-de-Dôme), un emploi de directeur adjoint de l’EHPAD « mon repos »","EHPAD ""GROISNE CONSTANCE"" ETABLISSEMENT POUR PERS. AGEES DEPENDANTES GROISNE CONSTANCE",Très probable
104,"directeur délégué des EHPAD d’Argentan, Ecouché et Trun",Trun,Orne,Normandie,Trun,"centre hospitalier d’Argentan, EHPAD de Trun, EHPAD d’Écouché (Orne)",610784183,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.84416090464514,0.031238742777383,48.84416090464514,0.031238742777383,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier d’Argentan, EHPAD de Trun, EHPAD d’Écouché (Orne), un emploi de directeur délégué des EHPAD d’Argentan, Ecouché et Trun",EHPAD P. WADIER DE TRUN,Très probable
105,directeur adjoint,Non renseigné,Loire,Auvergne-Rhône-Alpes,Loire,foyer départemental de l’enfance et de la famille (FDEF42) (Loire),420786477,9,2025,Poste réservé aux élèves directeurs,Médico-social,Handicap adulte,45.44483864113952,4.379549141626109,45.44483864113952,4.379549141626109,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"foyer départemental de l’enfance et de la famille (FDEF42) (Loire), un emploi de directeur adjoint","FAO ""BENOIT CHARVET"" FOYER DEPARTEMENTAL DE L'ENFANCE",Probable - à contrôler
106,"directeur adjoint de la direction commune du centre hospitalier de Valence, en charge de la direction déléguée du centre hospitalier de Lamastre",Lamastre,Ardèche,Auvergne-Rhône-Alpes,Lamastre,"centre hospitalier de Valence, de Crest, de Die (Drôme), de Tournon, du Cheylard, « Elisée Charra » à Lamastre, EHPAD de Satillieu et EHPAD de Saint-Martin-de-Valamas (Ardèche) (direction commune) (Drôme)",070000187,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.98512821045382,4.579137708599703,44.98512821045382,4.579137708599703,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Valence, de Crest, de Die (Drôme), de Tournon, du Cheylard, « Elisée Charra » à Lamastre, EHPAD de Satillieu et EHPAD de Saint-Martin-de-Valamas (Ardèche) (direction commune) (Drôme), un emploi de directeur adjoint de la direction commune du centre hospitalier de Valence, en charge de la direction déléguée du centre hospitalier de Lamastre",CH DE LAMASTRE CENTRE HOSPITALIER DE LAMASTRE,Très probable
107,"directeur plateforme Athos80, composante gérontologie",Amiens,Somme,Hauts-de-France,Amiens,EPSOMS à Amiens et EPISSOS à Poix-de-Picardie (direction commune) (Somme),800003956,9,2025,Poste réservé aux élèves directeurs,Médico-social,Handicap adulte,49.878983330135696,2.3119995739627446,49.878983330135696,2.3119995739627446,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EPSOMS à Amiens et EPISSOS à Poix-de-Picardie (direction commune) (Somme), un emploi de directeur plateforme Athos80, composante gérontologie",ESAT EPSOMS AMIENS,Très probable
108,directeur délégué à la filière gériatrique,Cannes,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Cannes,centre hospitalier de Cannes (Alpes-Maritimes),060000544,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Handicap enfant,43.56306648509433,7.005467426446206,43.56306648509433,7.005467426446206,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Cannes (Alpes-Maritimes), un emploi de directeur délégué à la filière gériatrique",CH DE CANNES SIMONE VEIL CENTRE HOSPITALIER DE CANNES SIMONE VEIL,Très probable
109,directeur en charge du pôle enfance,Meurthe-et-Moselle,Meurthe-et-Moselle,Grand Est,Meurthe-et-Moselle,réseau éducatif de Meurthe-et-Moselle (REMM) (Meurthe-et-Moselle),540004660,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,48.68156581324041,6.190628282550883,48.68156581324041,6.190628282550883,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"réseau éducatif de Meurthe-et-Moselle (REMM) (Meurthe-et-Moselle), un emploi de directeur en charge du pôle enfance",CENTRE MATERNEL DU REMM CENTRE MATERNEL DU RESEAU ÉDUCATIF DE M&MLLE,Probable - à contrôler
110,directeur adjoint en charge des affaires générales et du médico-social,Clamecy,Nièvre,Bourgogne-Franche-Comté,Clamecy,"centres hospitaliers d’Auxerre, d’Avallon, du Tonnerrois et de Clamecy (Nièvre) (Yonne)",580005841,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,47.4593843061022,3.5192878053445997,47.4593843061022,3.5192878053445997,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centres hospitaliers d’Auxerre, d’Avallon, du Tonnerrois et de Clamecy (Nièvre) (Yonne), un emploi de directeur adjoint en charge des affaires générales et du médico-social",BIO+ CLAMECY BIO+ CLAMECY,Très probable
111,directeur-adjoint au centre hospitalier de Verneuil-sur-Avre et directeur délégué des EHPAD de Rugles et Breteuil-sur-Iton,Verneuil-sur-Avre,Eure,Normandie,Verneuil-sur-Avre,"centre hospitalier de Verneuil-sur-Avre, EHPAD de Breteuil-sur-Iton et EHPAD de Rugles (direction commune) (Eure)",270000441,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.74173163712879,0.9214778331680502,48.74173163712879,0.9214778331680502,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Verneuil-sur-Avre, EHPAD de Breteuil-sur-Iton et EHPAD de Rugles (direction commune) (Eure), un emploi de directeur-adjoint au centre hospitalier de Verneuil-sur-Avre et directeur délégué des EHPAD de Rugles et Breteuil-sur-Iton",CH VERNEUIL-SUR-AVRE,Très probable
112,"directeur du pôle EHPAD du centre hospitalier de Périgueux, référent de la filière gériatrique de centre hospitalier de Périgueux",Périgueux,Dordogne,Nouvelle-Aquitaine,Périgueux,"centres hospitaliers de Périgueux, Lanmary, Sarlat, Domme et Nontron (direction commune) (Dordogne)",240004994,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,45.19223815560013,0.729375146171543,45.19223815560013,0.729375146171543,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centres hospitaliers de Périgueux, Lanmary, Sarlat, Domme et Nontron (direction commune) (Dordogne), un emploi de directeur du pôle EHPAD du centre hospitalier de Périgueux, référent de la filière gériatrique de centre hospitalier de Périgueux",CENTRE DE PLANIFICATION CENTRE DE PLANIFICATION DU CENTRE HOSPITALIER DE PERIGUEUX,Très probable
113,directeur des achats et de la logistique,Non renseigné,Nord,Hauts-de-France,Nord,EPSM des Flandres (Nord),590007993,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,50.74435469562128,2.739791440720817,50.74435469562128,2.739791440720817,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EPSM des Flandres (Nord), un emploi de directeur des achats et de la logistique",CLINIQUE PSY 59G06 ADULT LA CLAIRIERE CLINIQUE PSY 59G06 ADULT LA CLAIRIERE EPSM DES FLANDRES,Probable - à contrôler
114,directeur adjoint délégué de l’EHPAD de Martel,Saint-Céré,Lot,Occitanie,Saint-Céré,"centres hospitaliers « Saint-Jacques » à Saint-Céré, « Louis Conte » à Gramat et EHPAD « Résidence Les Consuls » à Martel (direction commune) (Lot)",460006612,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.8624987412165,1.8890036037608704,44.8624987412165,1.8890036037608704,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centres hospitaliers « Saint-Jacques » à Saint-Céré, « Louis Conte » à Gramat et EHPAD « Résidence Les Consuls » à Martel (direction commune) (Lot), un emploi de directeur adjoint délégué de l’EHPAD de Martel",AAIR UAD ST CERE AAIR UAD SAINT CERE,Probable - à contrôler
115,directeur adjoint délégué de site sur la Résidence de la Belle,Brantôme-en-Périgord,Dordogne,Nouvelle-Aquitaine,Brantôme-en-Périgord,EHPAD « Résidence de la Dronne » à Brantôme-en-Périgord et « Résidence de la Belle » à Mareuil-en-Périgord (direction commune) (Dordogne),240002147,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,45.3639437731611,0.6567977958965608,45.3639437731611,0.6567977958965608,Coordonnées FINESS géolocalisées,"1,ATLASANTE,93,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EHPAD « Résidence de la Dronne » à Brantôme-en-Périgord et « Résidence de la Belle » à Mareuil-en-Périgord (direction commune) (Dordogne), un emploi de directeur adjoint délégué de site sur la Résidence de la Belle",EHPAD RESIDENCE DE LA DRONNE EHPAD RESIDENCE DE LA DRONNE,Très probable
116,directeur adjoint en charge de la filière médico-sociale et des budgets annexes,Non renseigné,Seine-Saint-Denis,Île-de-France,Seine-Saint-Denis,GHT Grand Paris Nord Est (Seine-Saint-Denis),930030028,9,2025,Poste réservé aux élèves directeurs,Médico-social,Médico-social,48.93052178619998,2.356360687958308,48.93052178619998,2.356360687958308,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"GHT Grand Paris Nord Est (Seine-Saint-Denis), un emploi de directeur adjoint en charge de la filière médico-sociale et des budgets annexes",CDS DE SAINT DENIS CDS DE SAINT DENIS,Très probable
117,"directeur de la stratégie, des projets transversaux, des coopérations, des affaires juridiques et référent de la filière gériatrique",Somain,Nord,Hauts-de-France,Somain,centre hospitalier de Somain et EHPAD d’Orchies (Nord),590000014,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,50.35612069232539,3.2845133279800725,50.35612069232539,3.2845133279800725,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Somain et EHPAD d’Orchies (Nord), un emploi de directeur de la stratégie, des projets transversaux, des coopérations, des affaires juridiques et référent de la filière gériatrique",CH SOMAIN CENTRE HOSPITALIER DE SOMAIN,Très probable
118,directeur adjoint pôle de Chaillac,Fontarce,Indre,Centre-Val de Loire,Fontarce,EPD Blanche de Fontarce (Indre),Non publié dans l'avis,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,46.78,1.57,Non renseigné,Non renseigné,Approximation départementale à géocoder précisément,Non renseigné,https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EPD Blanche de Fontarce (Indre), un emploi de directeur adjoint pôle de Chaillac",Non renseigné,Non retenu - score insuffisant
119,chargé de la gestion des sites de l’EHPAD La Lègue et du centre hospitalier de Sault,Carpentras,Vaucluse,Provence-Alpes-Côte d'Azur,Carpentras,"centres hospitaliers de Carpentras, de Sault et EHPAD de Bédoin (direction commune) (Vaucluse)",840000392,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.055561485217645,5.048725728709022,44.055561485217645,5.048725728709022,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centres hospitaliers de Carpentras, de Sault et EHPAD de Bédoin (direction commune) (Vaucluse), un emploi de chargé de la gestion des sites de l’EHPAD La Lègue et du centre hospitalier de Sault",CENTRE HOSPITALIER DE CARPENTRAS CENTRE HOSPITALIER DE CARPENTRAS,Très probable
120,directeur adjoint en charge de la filière gériatrique,Briey,Meurthe-et-Moselle,Grand Est,Briey,"centre hospitalier régional Metz-Thionville, centre hospitalier de Briey (Meurthe-et-Moselle), de Boulay, EHPAD de Creutzwald et établissement public départemental de santé de Gorze (Moselle)",540000155,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.5888228792336,6.49277504797028,48.5888228792336,6.49277504797028,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier régional Metz-Thionville, centre hospitalier de Briey (Meurthe-et-Moselle), de Boulay, EHPAD de Creutzwald et établissement public départemental de santé de Gorze (Moselle), un emploi de directeur adjoint en charge de la filière gériatrique",CENTRE HOSPITALIER DE LUNEVILLE,Très probable
121,directeur des affaires financières,Non renseigné,Nord,Hauts-de-France,Nord,EPSM des Flandres (Nord),590007993,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,50.74435469562128,2.739791440720817,50.74435469562128,2.739791440720817,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"EPSM des Flandres (Nord), un emploi de directeur des affaires financières",CLINIQUE PSY 59G06 ADULT LA CLAIRIERE CLINIQUE PSY 59G06 ADULT LA CLAIRIERE EPSM DES FLANDRES,Probable - à contrôler
122,"directeur de la qualité et du contrôle interne, de l’expérience patient et de la communication du centre hospitalier de Saint-Quentin (DQEPC)",Saint-Quentin,Aisne,Hauts-de-France,Saint-Quentin,centre hospitalier de Saint-Quentin et centre hospitalier de Chauny (direction commune) (Aisne),020000162,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.861845408283386,3.269152682881483,49.861845408283386,3.269152682881483,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,"centre hospitalier de Saint-Quentin et centre hospitalier de Chauny (direction commune) (Aisne), un emploi de directeur de la qualité et du contrôle interne, de l’expérience patient et de la communication du centre hospitalier de Saint-Quentin (DQEPC)",CH SAINT-QUENTIN,Très probable
